"Check for CWE-787 in mitre-eg-2","","warning","cwe_787 found in2_18","/2_18.c","21","5","21","12"
"Check for CWE-787 in mitre-eg-2","","warning","cwe_787 found in2_19","/2_19.c","21","5","21","12"
"Check for CWE-787 in mitre-eg-2","","warning","cwe_787 found in2_21","/2_21.c","22","9","22","16"
"Check for CWE-787 in mitre-eg-2","","warning","cwe_787 found in2_23","/2_23.c","22","9","22","16"
"Check for CWE-787 in mitre-eg-2","","warning","cwe_787 found in2_25","/2_25.c","22","9","22","16"
